customer_id,total_payments,failure_count,failure_rate,total_amount_failed,risk_score,risk_category
C1633,14,3,0.2143,104.15,0.129,MEDIUM
C4378,14,3,0.2143,98.02,0.129,MEDIUM
C1659,14,3,0.2143,96.72,0.129,MEDIUM
C1381,14,3,0.2143,96.01,0.129,MEDIUM
C1896,14,3,0.2143,95.57,0.129,MEDIUM
C0528,14,3,0.2143,92.13,0.129,MEDIUM
C0853,14,3,0.2143,89.07,0.129,MEDIUM
C0891,14,3,0.2143,86.89,0.129,MEDIUM
C4980,14,3,0.2143,79.58,0.129,MEDIUM
C2777,14,3,0.2143,79.26,0.129,MEDIUM
C0273,14,3,0.2143,76.15,0.129,MEDIUM
C3206,22,4,0.1818,164.41,0.1271,MEDIUM
C0140,15,3,0.2,3853.84,0.1204,MEDIUM
C0996,15,3,0.2,3217.11,0.1204,MEDIUM
C4424,15,3,0.2,542.86,0.1204,MEDIUM
C0664,15,3,0.2,346.48,0.1204,MEDIUM
C2957,15,3,0.2,318.2,0.1204,MEDIUM
C2586,15,3,0.2,281.71,0.1204,MEDIUM
C0276,15,3,0.2,279.29,0.1204,MEDIUM
C0229,15,3,0.2,273.05,0.1204,MEDIUM
C4196,15,3,0.2,262.65,0.1204,MEDIUM
C0092,15,3,0.2,235.48,0.1204,MEDIUM
C1073,15,3,0.2,232.25,0.1204,MEDIUM
C0845,15,3,0.2,209.83,0.1204,MEDIUM
C4812,15,3,0.2,207.58,0.1204,MEDIUM
C0378,15,3,0.2,201.42,0.1204,MEDIUM
C0594,15,3,0.2,199.28,0.1204,MEDIUM
C1770,15,3,0.2,193.51,0.1204,MEDIUM
C2737,15,3,0.2,187.83,0.1204,MEDIUM
C0386,15,3,0.2,185.31,0.1204,MEDIUM
C4133,15,3,0.2,179.5,0.1204,MEDIUM
C4945,15,3,0.2,166.23,0.1204,MEDIUM
C0494,15,3,0.2,161.53,0.1204,MEDIUM
C1239,15,3,0.2,154.8,0.1204,MEDIUM
C1772,15,3,0.2,150.87,0.1204,MEDIUM
C2469,15,3,0.2,139.41,0.1204,MEDIUM
C3052,15,3,0.2,137.13,0.1204,MEDIUM
C2534,15,3,0.2,129.07,0.1204,MEDIUM
C1505,15,3,0.2,128.99,0.1204,MEDIUM
C1120,15,3,0.2,127.88,0.1204,MEDIUM
C2332,15,3,0.2,120.52,0.1204,MEDIUM
C0658,15,3,0.2,113.46,0.1204,MEDIUM
C2539,15,3,0.2,99.25,0.1204,MEDIUM
C3057,15,3,0.2,98.86,0.1204,MEDIUM
C1322,15,3,0.2,94.33,0.1204,MEDIUM
C1517,15,3,0.2,92.23,0.1204,MEDIUM
C0356,15,3,0.2,88.62,0.1204,MEDIUM
C4195,15,3,0.2,86.04,0.1204,MEDIUM
C0502,15,3,0.2,82.18,0.1204,MEDIUM
C2407,15,3,0.2,78.58,0.1204,MEDIUM
C3275,15,3,0.2,53.69,0.1204,MEDIUM
C3014,15,3,0.2,41.57,0.1204,MEDIUM
C1636,8,2,0.25,7259.63,0.1193,MEDIUM
C1187,8,2,0.25,4678.72,0.1193,MEDIUM
C3136,8,2,0.25,4359.35,0.1193,MEDIUM
C2865,8,2,0.25,3884.37,0.1193,MEDIUM
C1700,8,2,0.25,2960.65,0.1193,MEDIUM
C1389,8,2,0.25,2115.75,0.1193,MEDIUM
C3963,8,2,0.25,1770.15,0.1193,MEDIUM
C0731,8,2,0.25,391.18,0.1193,MEDIUM
C2272,8,2,0.25,325.53,0.1193,MEDIUM
C1226,8,2,0.25,306.81,0.1193,MEDIUM
C4749,8,2,0.25,306.34,0.1193,MEDIUM
C1647,8,2,0.25,252.42,0.1193,MEDIUM
C1637,8,2,0.25,249.6,0.1193,MEDIUM
C2867,8,2,0.25,242.5,0.1193,MEDIUM
C0887,8,2,0.25,240.31,0.1193,MEDIUM
C2307,8,2,0.25,229.68,0.1193,MEDIUM
C1362,8,2,0.25,227.64,0.1193,MEDIUM
C4422,8,2,0.25,227.41,0.1193,MEDIUM
C4542,8,2,0.25,225.97,0.1193,MEDIUM
C3922,8,2,0.25,223.72,0.1193,MEDIUM
C4273,8,2,0.25,205.81,0.1193,MEDIUM
C2010,8,2,0.25,193.33,0.1193,MEDIUM
C3095,8,2,0.25,190.67,0.1193,MEDIUM
C4722,8,2,0.25,188.52,0.1193,MEDIUM
C2230,8,2,0.25,188.08,0.1193,MEDIUM
C4211,8,2,0.25,184.63,0.1193,MEDIUM
C2437,8,2,0.25,183.4,0.1193,MEDIUM
C2019,8,2,0.25,180.77,0.1193,MEDIUM
C2739,8,2,0.25,177.52,0.1193,MEDIUM
C1047,8,2,0.25,177.3,0.1193,MEDIUM
C3484,8,2,0.25,176.4,0.1193,MEDIUM
C3396,8,2,0.25,173.54,0.1193,MEDIUM
C4931,8,2,0.25,165.48,0.1193,MEDIUM
C2363,8,2,0.25,162.2,0.1193,MEDIUM
C3579,8,2,0.25,161.41,0.1193,MEDIUM
C2537,8,2,0.25,160.97,0.1193,MEDIUM
C3908,8,2,0.25,160.91,0.1193,MEDIUM
C4345,8,2,0.25,160.42,0.1193,MEDIUM
C1225,8,2,0.25,155.09,0.1193,MEDIUM
C2647,8,2,0.25,155.08,0.1193,MEDIUM
C2406,8,2,0.25,153.84,0.1193,MEDIUM
C0984,8,2,0.25,152.42,0.1193,MEDIUM
C0639,8,2,0.25,148.72,0.1193,MEDIUM
C3137,8,2,0.25,148.72,0.1193,MEDIUM
C4069,8,2,0.25,144.83,0.1193,MEDIUM
C0118,8,2,0.25,143.42,0.1193,MEDIUM
C0241,8,2,0.25,142.77,0.1193,MEDIUM
C4978,8,2,0.25,142.47,0.1193,MEDIUM
C4415,8,2,0.25,140.55,0.1193,MEDIUM
C2637,8,2,0.25,139.38,0.1193,MEDIUM
C1970,8,2,0.25,137.79,0.1193,MEDIUM
C2881,8,2,0.25,132.61,0.1193,MEDIUM
C0777,8,2,0.25,132.15,0.1193,MEDIUM
C3873,8,2,0.25,130.84,0.1193,MEDIUM
C3961,8,2,0.25,130.75,0.1193,MEDIUM
C3056,8,2,0.25,130.61,0.1193,MEDIUM
C1486,8,2,0.25,128.57,0.1193,MEDIUM
C3240,8,2,0.25,127.6,0.1193,MEDIUM
C1527,8,2,0.25,127.12,0.1193,MEDIUM
C4240,8,2,0.25,126.95,0.1193,MEDIUM
C3951,8,2,0.25,126.53,0.1193,MEDIUM
C2946,8,2,0.25,124.61,0.1193,MEDIUM
C4499,8,2,0.25,123.5,0.1193,MEDIUM
C0950,8,2,0.25,122.81,0.1193,MEDIUM
C1716,8,2,0.25,122.6,0.1193,MEDIUM
C1230,8,2,0.25,121.84,0.1193,MEDIUM
C2757,8,2,0.25,121.42,0.1193,MEDIUM
C2585,8,2,0.25,120.73,0.1193,MEDIUM
C3993,8,2,0.25,120.29,0.1193,MEDIUM
C2436,8,2,0.25,119.25,0.1193,MEDIUM
C2807,8,2,0.25,116.9,0.1193,MEDIUM
C3789,8,2,0.25,116.44,0.1193,MEDIUM
C2646,8,2,0.25,114.43,0.1193,MEDIUM
C3843,8,2,0.25,113.79,0.1193,MEDIUM
C0811,8,2,0.25,112.78,0.1193,MEDIUM
C4528,8,2,0.25,111.52,0.1193,MEDIUM
C1283,8,2,0.25,109.39,0.1193,MEDIUM
C2356,8,2,0.25,109.3,0.1193,MEDIUM
C2174,8,2,0.25,108.92,0.1193,MEDIUM
C0655,8,2,0.25,107.76,0.1193,MEDIUM
C4286,8,2,0.25,106.73,0.1193,MEDIUM
C4206,8,2,0.25,105.77,0.1193,MEDIUM
C2864,8,2,0.25,105.65,0.1193,MEDIUM
C4667,8,2,0.25,104.59,0.1193,MEDIUM
C3104,8,2,0.25,103.86,0.1193,MEDIUM
C1096,8,2,0.25,102.97,0.1193,MEDIUM
C4453,8,2,0.25,102.01,0.1193,MEDIUM
C1703,8,2,0.25,101.1,0.1193,MEDIUM
C4577,8,2,0.25,98.48,0.1193,MEDIUM
C0841,8,2,0.25,98.1,0.1193,MEDIUM
C0216,8,2,0.25,95.57,0.1193,MEDIUM
C3026,8,2,0.25,93.5,0.1193,MEDIUM
C4713,8,2,0.25,92.93,0.1193,MEDIUM
C0792,8,2,0.25,92.49,0.1193,MEDIUM
C1923,8,2,0.25,90.15,0.1193,MEDIUM
C3678,8,2,0.25,88.95,0.1193,MEDIUM
C2624,8,2,0.25,87.26,0.1193,MEDIUM
C1708,8,2,0.25,85.78,0.1193,MEDIUM
C2169,8,2,0.25,82.26,0.1193,MEDIUM
C1545,8,2,0.25,80.86,0.1193,MEDIUM
C1077,8,2,0.25,80.52,0.1193,MEDIUM
C1958,8,2,0.25,80.47,0.1193,MEDIUM
C4999,8,2,0.25,80.37,0.1193,MEDIUM
C2962,8,2,0.25,80.24,0.1193,MEDIUM
C0423,8,2,0.25,78.66,0.1193,MEDIUM
C1302,8,2,0.25,77.95,0.1193,MEDIUM
C0898,8,2,0.25,76.38,0.1193,MEDIUM
C2803,8,2,0.25,75.47,0.1193,MEDIUM
C2955,8,2,0.25,74.36,0.1193,MEDIUM
C1354,8,2,0.25,73.65,0.1193,MEDIUM
C3487,8,2,0.25,71.89,0.1193,MEDIUM
C3706,8,2,0.25,70.35,0.1193,MEDIUM
C2116,8,2,0.25,70.32,0.1193,MEDIUM
C2352,8,2,0.25,70.13,0.1193,MEDIUM
C1221,8,2,0.25,68.64,0.1193,MEDIUM
C2427,8,2,0.25,66.22,0.1193,MEDIUM
C1749,8,2,0.25,64.65,0.1193,MEDIUM
C4504,8,2,0.25,64.29,0.1193,MEDIUM
C0354,8,2,0.25,63.15,0.1193,MEDIUM
C3212,8,2,0.25,62.64,0.1193,MEDIUM
C2036,8,2,0.25,60.46,0.1193,MEDIUM
C1684,8,2,0.25,59.58,0.1193,MEDIUM
C2026,8,2,0.25,58.68,0.1193,MEDIUM
C1753,8,2,0.25,57.6,0.1193,MEDIUM
C0982,8,2,0.25,54.92,0.1193,MEDIUM
C4654,8,2,0.25,54.45,0.1193,MEDIUM
C2377,8,2,0.25,53.92,0.1193,MEDIUM
C2238,8,2,0.25,52.28,0.1193,MEDIUM
C3299,8,2,0.25,51.95,0.1193,MEDIUM
C1393,8,2,0.25,49.32,0.1193,MEDIUM
C3297,8,2,0.25,49.11,0.1193,MEDIUM
C1875,8,2,0.25,48.31,0.1193,MEDIUM
C4038,8,2,0.25,47.99,0.1193,MEDIUM
C2151,8,2,0.25,47.84,0.1193,MEDIUM
C3649,8,2,0.25,47.51,0.1193,MEDIUM
C4894,8,2,0.25,41.38,0.1193,MEDIUM
C2361,8,2,0.25,40.37,0.1193,MEDIUM
C0748,8,2,0.25,38.77,0.1193,MEDIUM
C1798,8,2,0.25,36.6,0.1193,MEDIUM
C4657,8,2,0.25,36.16,0.1193,MEDIUM
C4669,8,2,0.25,34.9,0.1193,MEDIUM
C0615,8,2,0.25,34.58,0.1193,MEDIUM
C1014,8,2,0.25,32.74,0.1193,MEDIUM
C1948,8,2,0.25,27.99,0.1193,MEDIUM
C1411,16,3,0.1875,4573.7,0.1129,MEDIUM
C1369,16,3,0.1875,3674.44,0.1129,MEDIUM
C1390,16,3,0.1875,1517.87,0.1129,MEDIUM
C1824,16,3,0.1875,911.82,0.1129,MEDIUM
C2932,16,3,0.1875,722.08,0.1129,MEDIUM
C1578,16,3,0.1875,447.14,0.1129,MEDIUM
C2357,16,3,0.1875,402.12,0.1129,MEDIUM
C1562,16,3,0.1875,391.41,0.1129,MEDIUM
C0671,16,3,0.1875,356.38,0.1129,MEDIUM
C0963,16,3,0.1875,277.06,0.1129,MEDIUM
C0957,16,3,0.1875,263.58,0.1129,MEDIUM
C4423,16,3,0.1875,230.68,0.1129,MEDIUM
C2541,16,3,0.1875,204.34,0.1129,MEDIUM
C3688,16,3,0.1875,172.33,0.1129,MEDIUM
C3818,16,3,0.1875,163.67,0.1129,MEDIUM
C4487,16,3,0.1875,160.29,0.1129,MEDIUM
C2455,16,3,0.1875,159.95,0.1129,MEDIUM
C3306,16,3,0.1875,158.62,0.1129,MEDIUM
C3382,16,3,0.1875,158.58,0.1129,MEDIUM
C2650,16,3,0.1875,137.07,0.1129,MEDIUM
C4379,16,3,0.1875,134.53,0.1129,MEDIUM
C4320,16,3,0.1875,129.56,0.1129,MEDIUM
C2445,16,3,0.1875,105.05,0.1129,MEDIUM
C3805,16,3,0.1875,97.25,0.1129,MEDIUM
C0786,16,3,0.1875,68.91,0.1129,MEDIUM
C4292,16,3,0.1875,67.87,0.1129,MEDIUM
C3560,16,3,0.1875,61.53,0.1129,MEDIUM
C3578,16,3,0.1875,59.5,0.1129,MEDIUM
C2890,16,3,0.1875,51.79,0.1129,MEDIUM
C1782,17,3,0.1765,219.93,0.1062,MEDIUM
C3888,17,3,0.1765,206.49,0.1062,MEDIUM
C3548,17,3,0.1765,192.27,0.1062,MEDIUM
C4344,17,3,0.1765,181.04,0.1062,MEDIUM
C3300,17,3,0.1765,166.73,0.1062,MEDIUM
C0209,17,3,0.1765,150.69,0.1062,MEDIUM
C4071,17,3,0.1765,128.84,0.1062,MEDIUM
C3593,17,3,0.1765,123.09,0.1062,MEDIUM
C2980,17,3,0.1765,81.09,0.1062,MEDIUM
C4704,17,3,0.1765,48.04,0.1062,MEDIUM
C0488,9,2,0.2222,4070.48,0.106,MEDIUM
C3644,9,2,0.2222,3755.24,0.106,MEDIUM
C3050,9,2,0.2222,3127.97,0.106,MEDIUM
C1056,9,2,0.2222,2656.16,0.106,MEDIUM
C2112,9,2,0.2222,2047.81,0.106,MEDIUM
C1286,9,2,0.2222,874.46,0.106,MEDIUM
C4536,9,2,0.2222,505.42,0.106,MEDIUM
C1099,9,2,0.2222,367.78,0.106,MEDIUM
C0519,9,2,0.2222,321.05,0.106,MEDIUM
C4821,9,2,0.2222,291.49,0.106,MEDIUM
C1629,9,2,0.2222,283.42,0.106,MEDIUM
C4956,9,2,0.2222,274.73,0.106,MEDIUM
C4534,9,2,0.2222,260.68,0.106,MEDIUM
C1358,9,2,0.2222,240.79,0.106,MEDIUM
C0018,9,2,0.2222,203.87,0.106,MEDIUM
C3654,9,2,0.2222,190.93,0.106,MEDIUM
C3591,9,2,0.2222,186.97,0.106,MEDIUM
C0311,9,2,0.2222,186.82,0.106,MEDIUM
C3187,9,2,0.2222,183.38,0.106,MEDIUM
C3345,9,2,0.2222,178.33,0.106,MEDIUM
C2432,9,2,0.2222,177.79,0.106,MEDIUM
C3293,9,2,0.2222,175.73,0.106,MEDIUM
C4272,9,2,0.2222,173.83,0.106,MEDIUM
C4335,9,2,0.2222,172.71,0.106,MEDIUM
C1310,9,2,0.2222,171.19,0.106,MEDIUM
C2175,9,2,0.2222,169.67,0.106,MEDIUM
C3439,9,2,0.2222,162.79,0.106,MEDIUM
C3413,9,2,0.2222,161.66,0.106,MEDIUM
C2754,9,2,0.2222,160.76,0.106,MEDIUM
C3722,9,2,0.2222,160.35,0.106,MEDIUM
C4544,9,2,0.2222,159.95,0.106,MEDIUM
C2691,9,2,0.2222,154.99,0.106,MEDIUM
C4741,9,2,0.2222,152.83,0.106,MEDIUM
C0259,9,2,0.2222,149.13,0.106,MEDIUM
C4281,9,2,0.2222,148.79,0.106,MEDIUM
C1998,9,2,0.2222,148.29,0.106,MEDIUM
C4271,9,2,0.2222,148.26,0.106,MEDIUM
C3982,9,2,0.2222,143.37,0.106,MEDIUM
C1556,9,2,0.2222,143.15,0.106,MEDIUM
C2131,9,2,0.2222,142.13,0.106,MEDIUM
C3918,9,2,0.2222,138.59,0.106,MEDIUM
C1356,9,2,0.2222,137.67,0.106,MEDIUM
C2823,9,2,0.2222,136.63,0.106,MEDIUM
C2675,9,2,0.2222,136.36,0.106,MEDIUM
C4166,9,2,0.2222,135.71,0.106,MEDIUM
C0138,9,2,0.2222,135.51,0.106,MEDIUM
C1409,9,2,0.2222,132.88,0.106,MEDIUM
C4699,9,2,0.2222,132.04,0.106,MEDIUM
C1705,9,2,0.2222,123.51,0.106,MEDIUM
C2862,9,2,0.2222,123.01,0.106,MEDIUM
C2834,9,2,0.2222,122.64,0.106,MEDIUM
C0478,9,2,0.2222,121.44,0.106,MEDIUM
C2052,9,2,0.2222,120.73,0.106,MEDIUM
C2584,9,2,0.2222,119.03,0.106,MEDIUM
C4904,9,2,0.2222,116.48,0.106,MEDIUM
C1107,9,2,0.2222,116.1,0.106,MEDIUM
C3896,9,2,0.2222,115.57,0.106,MEDIUM
C0932,9,2,0.2222,114.58,0.106,MEDIUM
C1911,9,2,0.2222,113.4,0.106,MEDIUM
C1906,9,2,0.2222,112.98,0.106,MEDIUM
C0111,9,2,0.2222,112.7,0.106,MEDIUM
C1394,9,2,0.2222,111.62,0.106,MEDIUM
C4396,9,2,0.2222,110.19,0.106,MEDIUM
C2216,9,2,0.2222,109.28,0.106,MEDIUM
C0082,9,2,0.2222,106.96,0.106,MEDIUM
C2426,9,2,0.2222,106.74,0.106,MEDIUM
C1462,9,2,0.2222,106.4,0.106,MEDIUM
C1757,9,2,0.2222,105.28,0.106,MEDIUM
C2697,9,2,0.2222,102.56,0.106,MEDIUM
C3525,9,2,0.2222,102.54,0.106,MEDIUM
C1877,9,2,0.2222,102.51,0.106,MEDIUM
C0653,9,2,0.2222,101.84,0.106,MEDIUM
C4583,9,2,0.2222,98.89,0.106,MEDIUM
C3477,9,2,0.2222,97.66,0.106,MEDIUM
C2514,9,2,0.2222,94.19,0.106,MEDIUM
C4575,9,2,0.2222,93.15,0.106,MEDIUM
C2816,9,2,0.2222,93.04,0.106,MEDIUM
C2058,9,2,0.2222,90.67,0.106,MEDIUM
C0471,9,2,0.2222,88.99,0.106,MEDIUM
C2552,9,2,0.2222,88.47,0.106,MEDIUM
C2465,9,2,0.2222,88.33,0.106,MEDIUM
C0848,9,2,0.2222,87.74,0.106,MEDIUM
C2765,9,2,0.2222,86.85,0.106,MEDIUM
C4876,9,2,0.2222,84.53,0.106,MEDIUM
C2195,9,2,0.2222,84.52,0.106,MEDIUM
C4942,9,2,0.2222,83.33,0.106,MEDIUM
C1237,9,2,0.2222,82.37,0.106,MEDIUM
C2203,9,2,0.2222,82.36,0.106,MEDIUM
C1471,9,2,0.2222,80.96,0.106,MEDIUM
C2226,9,2,0.2222,80.73,0.106,MEDIUM
C3094,9,2,0.2222,79.85,0.106,MEDIUM
C2097,9,2,0.2222,79.36,0.106,MEDIUM
C4327,9,2,0.2222,79.09,0.106,MEDIUM
C1377,9,2,0.2222,78.28,0.106,MEDIUM
C2846,9,2,0.2222,75.48,0.106,MEDIUM
C2040,9,2,0.2222,74.74,0.106,MEDIUM
C3488,9,2,0.2222,74.44,0.106,MEDIUM
C4649,9,2,0.2222,73.92,0.106,MEDIUM
C3953,9,2,0.2222,73.76,0.106,MEDIUM
C3933,9,2,0.2222,73.19,0.106,MEDIUM
C4462,9,2,0.2222,71.21,0.106,MEDIUM
C2629,9,2,0.2222,70.87,0.106,MEDIUM
C0066,9,2,0.2222,70.5,0.106,MEDIUM
C2197,9,2,0.2222,69.61,0.106,MEDIUM
C3502,9,2,0.2222,67.7,0.106,MEDIUM
C3960,9,2,0.2222,66.74,0.106,MEDIUM
C3058,9,2,0.2222,66.59,0.106,MEDIUM
C1359,9,2,0.2222,66.57,0.106,MEDIUM
C1615,9,2,0.2222,66.56,0.106,MEDIUM
C0717,9,2,0.2222,66.31,0.106,MEDIUM
C4884,9,2,0.2222,65.66,0.106,MEDIUM
C1254,9,2,0.2222,65.53,0.106,MEDIUM
C2317,9,2,0.2222,65.2,0.106,MEDIUM
C0180,9,2,0.2222,64.47,0.106,MEDIUM
C3567,9,2,0.2222,64.44,0.106,MEDIUM
C2817,9,2,0.2222,63.52,0.106,MEDIUM
C4555,9,2,0.2222,62.24,0.106,MEDIUM
C2291,9,2,0.2222,61.92,0.106,MEDIUM
C2022,9,2,0.2222,61.83,0.106,MEDIUM
C1926,9,2,0.2222,61.36,0.106,MEDIUM
C0817,9,2,0.2222,60.91,0.106,MEDIUM
C4222,9,2,0.2222,60.49,0.106,MEDIUM
C0830,9,2,0.2222,58.97,0.106,MEDIUM
C0685,9,2,0.2222,58.64,0.106,MEDIUM
C3633,9,2,0.2222,57.33,0.106,MEDIUM
C3536,9,2,0.2222,57.29,0.106,MEDIUM
C1164,9,2,0.2222,57.07,0.106,MEDIUM
C1475,9,2,0.2222,56.81,0.106,MEDIUM
C1017,9,2,0.2222,55.85,0.106,MEDIUM
C2034,9,2,0.2222,55.3,0.106,MEDIUM
C3973,9,2,0.2222,54.76,0.106,MEDIUM
C0268,9,2,0.2222,54.42,0.106,MEDIUM
C2213,9,2,0.2222,54.29,0.106,MEDIUM
C4233,9,2,0.2222,52.05,0.106,MEDIUM
C1654,9,2,0.2222,51.9,0.106,MEDIUM
C0355,9,2,0.2222,50.33,0.106,MEDIUM
C0716,9,2,0.2222,49.94,0.106,MEDIUM
C3802,9,2,0.2222,45.99,0.106,MEDIUM
C4732,9,2,0.2222,45.11,0.106,MEDIUM
C1004,9,2,0.2222,44.35,0.106,MEDIUM
C1876,9,2,0.2222,43.33,0.106,MEDIUM
C2147,9,2,0.2222,42.75,0.106,MEDIUM
C3768,9,2,0.2222,42.01,0.106,MEDIUM
C1942,9,2,0.2222,41.95,0.106,MEDIUM
C4532,9,2,0.2222,41.43,0.106,MEDIUM
C0298,9,2,0.2222,38.38,0.106,MEDIUM
C3606,9,2,0.2222,37.33,0.106,MEDIUM
C2931,9,2,0.2222,33.29,0.106,MEDIUM
C3318,9,2,0.2222,32.06,0.106,MEDIUM
C1822,9,2,0.2222,25.72,0.106,MEDIUM
C2405,9,2,0.2222,23.02,0.106,MEDIUM
C2893,18,3,0.1667,1024.94,0.1003,MEDIUM
C2556,18,3,0.1667,355.4,0.1003,MEDIUM
C1388,18,3,0.1667,172.34,0.1003,MEDIUM
C3515,18,3,0.1667,133.18,0.1003,MEDIUM
C3434,18,3,0.1667,121.46,0.1003,MEDIUM
C3955,18,3,0.1667,120.11,0.1003,MEDIUM
C1655,18,3,0.1667,111.42,0.1003,MEDIUM
C1595,18,3,0.1667,45.26,0.1003,MEDIUM
C2381,3,1,0.3333,4911.91,0.1003,MEDIUM
C4214,3,1,0.3333,95.46,0.1003,MEDIUM
C2379,3,1,0.3333,78.0,0.1003,MEDIUM
C4357,3,1,0.3333,46.19,0.1003,MEDIUM
C4341,3,1,0.3333,37.5,0.1003,MEDIUM
C1046,3,1,0.3333,19.18,0.1003,MEDIUM
C3444,3,1,0.3333,10.0,0.1003,MEDIUM
C3013,10,2,0.2,4346.85,0.0954,MEDIUM
C2605,10,2,0.2,3937.34,0.0954,MEDIUM
C0433,10,2,0.2,3902.62,0.0954,MEDIUM
C4735,10,2,0.2,3422.47,0.0954,MEDIUM
C4227,10,2,0.2,3416.92,0.0954,MEDIUM
C2428,10,2,0.2,3067.48,0.0954,MEDIUM
C4690,10,2,0.2,2740.32,0.0954,MEDIUM
C0629,10,2,0.2,2645.39,0.0954,MEDIUM
C1709,10,2,0.2,2427.45,0.0954,MEDIUM
C0190,10,2,0.2,2244.65,0.0954,MEDIUM
C0539,10,2,0.2,1809.73,0.0954,MEDIUM
C0595,10,2,0.2,851.01,0.0954,MEDIUM
C2189,10,2,0.2,362.55,0.0954,MEDIUM
C0947,10,2,0.2,290.78,0.0954,MEDIUM
C0703,10,2,0.2,285.97,0.0954,MEDIUM
C3590,10,2,0.2,261.52,0.0954,MEDIUM
C0019,10,2,0.2,253.64,0.0954,MEDIUM
C1336,10,2,0.2,214.72,0.0954,MEDIUM
C0047,10,2,0.2,205.9,0.0954,MEDIUM
C0267,10,2,0.2,204.69,0.0954,MEDIUM
C1807,10,2,0.2,204.05,0.0954,MEDIUM
C4871,10,2,0.2,200.34,0.0954,MEDIUM
C0205,10,2,0.2,198.21,0.0954,MEDIUM
C2161,10,2,0.2,194.33,0.0954,MEDIUM
C0045,10,2,0.2,188.77,0.0954,MEDIUM
C4746,10,2,0.2,187.35,0.0954,MEDIUM
C1702,10,2,0.2,182.88,0.0954,MEDIUM
C1587,10,2,0.2,181.42,0.0954,MEDIUM
C2071,10,2,0.2,177.35,0.0954,MEDIUM
C0015,10,2,0.2,172.99,0.0954,MEDIUM
C2563,10,2,0.2,172.76,0.0954,MEDIUM
C4951,10,2,0.2,171.79,0.0954,MEDIUM
C3710,10,2,0.2,165.1,0.0954,MEDIUM
C2507,10,2,0.2,161.39,0.0954,MEDIUM
C2293,10,2,0.2,160.36,0.0954,MEDIUM
C3286,10,2,0.2,160.34,0.0954,MEDIUM
C3008,10,2,0.2,158.95,0.0954,MEDIUM
C2113,10,2,0.2,157.74,0.0954,MEDIUM
C1924,10,2,0.2,156.49,0.0954,MEDIUM
C4277,10,2,0.2,150.75,0.0954,MEDIUM
C1366,10,2,0.2,147.81,0.0954,MEDIUM
C1614,10,2,0.2,142.0,0.0954,MEDIUM
C3190,10,2,0.2,140.61,0.0954,MEDIUM
C4674,10,2,0.2,139.45,0.0954,MEDIUM
C4772,10,2,0.2,139.4,0.0954,MEDIUM
C4866,10,2,0.2,132.81,0.0954,MEDIUM
C2184,10,2,0.2,131.88,0.0954,MEDIUM
C3238,10,2,0.2,130.23,0.0954,MEDIUM
C0387,10,2,0.2,129.08,0.0954,MEDIUM
C1417,10,2,0.2,126.72,0.0954,MEDIUM
C0575,10,2,0.2,126.33,0.0954,MEDIUM
C1193,10,2,0.2,124.81,0.0954,MEDIUM
C4048,10,2,0.2,124.45,0.0954,MEDIUM
C1962,10,2,0.2,124.33,0.0954,MEDIUM
C3517,10,2,0.2,123.94,0.0954,MEDIUM
C3208,10,2,0.2,123.85,0.0954,MEDIUM
C2768,10,2,0.2,123.27,0.0954,MEDIUM
C0352,10,2,0.2,122.59,0.0954,MEDIUM
C3148,10,2,0.2,120.69,0.0954,MEDIUM
C3221,10,2,0.2,118.81,0.0954,MEDIUM
C3194,10,2,0.2,117.03,0.0954,MEDIUM
C2380,10,2,0.2,114.74,0.0954,MEDIUM
C2604,10,2,0.2,114.58,0.0954,MEDIUM
C2571,10,2,0.2,114.0,0.0954,MEDIUM
C0649,10,2,0.2,113.29,0.0954,MEDIUM
C4218,10,2,0.2,112.9,0.0954,MEDIUM
C0367,10,2,0.2,111.07,0.0954,MEDIUM
C3460,10,2,0.2,110.4,0.0954,MEDIUM
C4766,10,2,0.2,109.77,0.0954,MEDIUM
C3452,10,2,0.2,109.26,0.0954,MEDIUM
C4726,10,2,0.2,109.08,0.0954,MEDIUM
C4600,10,2,0.2,108.16,0.0954,MEDIUM
C2064,10,2,0.2,107.73,0.0954,MEDIUM
C2847,10,2,0.2,106.7,0.0954,MEDIUM
C1210,10,2,0.2,105.92,0.0954,MEDIUM
C1537,10,2,0.2,105.4,0.0954,MEDIUM
C1001,10,2,0.2,104.57,0.0954,MEDIUM
C1558,10,2,0.2,101.73,0.0954,MEDIUM
C1071,10,2,0.2,100.7,0.0954,MEDIUM
C0626,10,2,0.2,100.23,0.0954,MEDIUM
C1999,10,2,0.2,100.08,0.0954,MEDIUM
C1796,10,2,0.2,99.99,0.0954,MEDIUM
C0725,10,2,0.2,99.37,0.0954,MEDIUM
C4176,10,2,0.2,98.45,0.0954,MEDIUM
C2302,10,2,0.2,98.41,0.0954,MEDIUM
C0699,10,2,0.2,97.93,0.0954,MEDIUM
C4237,10,2,0.2,97.48,0.0954,MEDIUM
C4199,10,2,0.2,95.04,0.0954,MEDIUM
C1061,10,2,0.2,92.03,0.0954,MEDIUM
C4232,10,2,0.2,91.64,0.0954,MEDIUM
C3146,10,2,0.2,90.66,0.0954,MEDIUM
C4459,10,2,0.2,88.85,0.0954,MEDIUM
C2328,10,2,0.2,88.75,0.0954,MEDIUM
C3708,10,2,0.2,88.39,0.0954,MEDIUM
